Bandit,Reward,Algorithm
2,4.970252443545796,Epsilon Greedy
3,4.397735111539772,Epsilon Greedy
0,4.693914880044892,Epsilon Greedy
1,4.917027558038396,Epsilon Greedy
2,4.198683473611585,Epsilon Greedy
3,4.769188923071912,Epsilon Greedy
0,4.607625354465951,Epsilon Greedy
1,4.483248527548283,Epsilon Greedy
2,4.149606378161175,Epsilon Greedy
3,4.271803289378657,Epsilon Greedy
0,4.197148444277312,Epsilon Greedy
1,4.532536909855221,Epsilon Greedy
2,4.488567875222683,Epsilon Greedy
3,4.783499357843808,Epsilon Greedy
0,4.877184299785287,Epsilon Greedy
1,4.281316984504132,Epsilon Greedy
2,4.671666410983233,Epsilon Greedy
3,4.080530024190718,Epsilon Greedy
0,4.676639596501097,Epsilon Greedy
1,4.799730332492895,Epsilon Greedy
2,4.368599201746928,Epsilon Greedy
3,4.39471418534636,Epsilon Greedy
0,4.510145254634355,Epsilon Greedy
1,4.601069884362277,Epsilon Greedy
2,4.916800960438214,Epsilon Greedy
3,4.758597370184441,Epsilon Greedy
0,4.195125210918402,Epsilon Greedy
1,4.303728459923137,Epsilon Greedy
2,4.915356377435447,Epsilon Greedy
3,4.008648247441239,Epsilon Greedy
0,4.900577117929398,Epsilon Greedy
1,4.768118388223986,Epsilon Greedy
2,4.9016968410445205,Epsilon Greedy
3,4.469082840429832,Epsilon Greedy
0,4.365991095543283,Epsilon Greedy
1,4.898965203048228,Epsilon Greedy
2,4.3261022622106635,Epsilon Greedy
3,4.593155975282327,Epsilon Greedy
0,4.641095445488136,Epsilon Greedy
1,4.774277204396872,Epsilon Greedy
2,4.24213140861894,Epsilon Greedy
3,4.520731731753548,Epsilon Greedy
0,4.728733224687266,Epsilon Greedy
1,4.412568236671689,Epsilon Greedy
2,4.953598139201781,Epsilon Greedy
3,4.549813129617915,Epsilon Greedy
0,4.516898959541181,Epsilon Greedy
1,4.199679473251471,Epsilon Greedy
2,4.238495498870768,Epsilon Greedy
3,4.243874846015385,Epsilon Greedy
0,4.484897646551306,Epsilon Greedy
1,4.1687218258381264,Epsilon Greedy
2,4.201020478530279,Epsilon Greedy
3,4.6863484273959,Epsilon Greedy
0,4.18876099661425,Epsilon Greedy
1,4.4997263731286665,Epsilon Greedy
2,4.760984034729574,Epsilon Greedy
3,4.408176020355784,Epsilon Greedy
0,4.514249122187326,Epsilon Greedy
1,4.665310102398873,Epsilon Greedy
2,4.485718096398715,Epsilon Greedy
3,4.432670105429246,Epsilon Greedy
0,4.529921374302617,Epsilon Greedy
1,4.111400279029659,Epsilon Greedy
2,4.763816834884861,Epsilon Greedy
3,4.256810720668984,Epsilon Greedy
0,4.476757451492147,Epsilon Greedy
1,4.60253772691278,Epsilon Greedy
2,4.691432096543348,Epsilon Greedy
3,4.734346424147504,Epsilon Greedy
0,4.880612002878281,Epsilon Greedy
1,4.159310399871985,Epsilon Greedy
2,4.5149686822265345,Epsilon Greedy
3,4.301971467143781,Epsilon Greedy
0,4.1904085120552335,Epsilon Greedy
1,4.82616632064956,Epsilon Greedy
2,4.560450653191026,Epsilon Greedy
3,4.011255947215827,Epsilon Greedy
0,4.197743051466279,Epsilon Greedy
1,4.9403815667154465,Epsilon Greedy
2,4.066940588277528,Epsilon Greedy
3,4.534447921035311,Epsilon Greedy
0,4.602373889474981,Epsilon Greedy
1,4.33353750405248,Epsilon Greedy
2,4.771302317076195,Epsilon Greedy
3,4.429543947995063,Epsilon Greedy
0,4.575956646388852,Epsilon Greedy
1,4.0583695655246474,Epsilon Greedy
2,4.868029850899084,Epsilon Greedy
3,4.306996568982672,Epsilon Greedy
0,4.86362150937629,Epsilon Greedy
1,4.925709252344687,Epsilon Greedy
2,4.3224320418110125,Epsilon Greedy
3,4.426399680361551,Epsilon Greedy
0,4.033461533146061,Epsilon Greedy
1,4.029582105066606,Epsilon Greedy
2,4.562766379246637,Epsilon Greedy
3,4.464456458217095,Epsilon Greedy
0,4.5822621875499845,Epsilon Greedy
1,4.481730083541892,Epsilon Greedy
2,4.254126909966168,Epsilon Greedy
3,4.099939681176071,Epsilon Greedy
0,4.090852752658836,Epsilon Greedy
1,4.6516297189906,Epsilon Greedy
2,4.574732236601093,Epsilon Greedy
3,4.22054347666494,Epsilon Greedy
0,4.781901767542536,Epsilon Greedy
1,4.9332097927459255,Epsilon Greedy
2,4.083369682305355,Epsilon Greedy
3,4.184712738804276,Epsilon Greedy
0,4.818561247720522,Epsilon Greedy
1,4.909984782598829,Epsilon Greedy
2,4.333255655016833,Epsilon Greedy
3,4.357173359603969,Epsilon Greedy
0,4.385938700406532,Epsilon Greedy
1,4.953809077994964,Epsilon Greedy
2,4.153097074152882,Epsilon Greedy
3,4.500634728194431,Epsilon Greedy
0,4.602477837118198,Epsilon Greedy
1,4.902308674377375,Epsilon Greedy
2,4.020535893284022,Epsilon Greedy
3,4.406885406826463,Epsilon Greedy
0,4.850863308073026,Epsilon Greedy
1,4.739214944095211,Epsilon Greedy
2,4.407931969531318,Epsilon Greedy
3,4.374149325352692,Epsilon Greedy
0,4.086757658790516,Epsilon Greedy
1,4.383152951074659,Epsilon Greedy
2,4.098590019819448,Epsilon Greedy
3,4.8667928578269,Epsilon Greedy
0,4.35949074787797,Epsilon Greedy
1,4.3665940127159235,Epsilon Greedy
2,4.419031758084168,Epsilon Greedy
3,4.696711707071667,Epsilon Greedy
0,4.062856466355968,Epsilon Greedy
1,4.620025737252268,Epsilon Greedy
2,4.917839525572326,Epsilon Greedy
3,4.504575831477405,Epsilon Greedy
0,4.5109015039638924,Epsilon Greedy
1,4.266336219228055,Epsilon Greedy
2,4.447450341358338,Epsilon Greedy
3,4.233115785528934,Epsilon Greedy
0,4.459595194171214,Epsilon Greedy
1,4.972915149285866,Epsilon Greedy
2,4.8255250121551185,Epsilon Greedy
3,4.8696128929912,Epsilon Greedy
0,4.683702549589988,Epsilon Greedy
1,4.79882050470144,Epsilon Greedy
2,4.206105896578304,Epsilon Greedy
3,4.708760723022213,Epsilon Greedy
0,4.302620703011072,Epsilon Greedy
1,4.818565858390443,Epsilon Greedy
2,4.88783733785253,Epsilon Greedy
3,4.1092044354359984,Epsilon Greedy
0,4.138880190624935,Epsilon Greedy
1,4.233851812427197,Epsilon Greedy
2,4.141904189698883,Epsilon Greedy
3,4.619092530697082,Epsilon Greedy
0,4.932725332786268,Epsilon Greedy
1,4.888078193903152,Epsilon Greedy
2,4.243236325673855,Epsilon Greedy
3,4.093110288263775,Epsilon Greedy
0,4.909087530528204,Epsilon Greedy
1,4.315015384186408,Epsilon Greedy
2,4.6407278001217165,Epsilon Greedy
3,4.010986251323998,Epsilon Greedy
0,4.226532699614577,Epsilon Greedy
1,4.3477325053935125,Epsilon Greedy
2,4.689504380087146,Epsilon Greedy
3,4.988671553916214,Epsilon Greedy
0,4.493283059691458,Epsilon Greedy
1,4.815414084490515,Epsilon Greedy
2,4.420566314585112,Epsilon Greedy
3,4.048991943511229,Epsilon Greedy
0,4.916090314218992,Epsilon Greedy
1,4.444008137424581,Epsilon Greedy
2,4.136818182577661,Epsilon Greedy
3,4.986871280825145,Epsilon Greedy
0,4.743165769840013,Epsilon Greedy
1,4.082991778798503,Epsilon Greedy
2,4.870234875985606,Epsilon Greedy
3,4.564066028505781,Epsilon Greedy
0,4.105172850287403,Epsilon Greedy
1,4.294203448446971,Epsilon Greedy
2,4.0017406345378514,Epsilon Greedy
3,4.547293401909775,Epsilon Greedy
0,4.118579060615249,Epsilon Greedy
1,4.646333411908298,Epsilon Greedy
2,4.207288220215123,Epsilon Greedy
3,4.764360163619753,Epsilon Greedy
0,4.957385889354067,Epsilon Greedy
1,4.523337092784598,Epsilon Greedy
2,4.851334487714127,Epsilon Greedy
3,4.825529565929418,Epsilon Greedy
0,4.689978465570676,Epsilon Greedy
1,4.286338006821674,Epsilon Greedy
2,4.361274024741387,Epsilon Greedy
3,4.000324975032774,Epsilon Greedy
0,4.800750405931914,Epsilon Greedy
1,4.06516738666072,Epsilon Greedy
2,4.225115606419318,Epsilon Greedy
3,4.9743612741307075,Epsilon Greedy
0,4.4501073154963535,Epsilon Greedy
1,4.859921269365502,Epsilon Greedy
2,4.028785796564118,Epsilon Greedy
3,4.108747982757109,Epsilon Greedy
0,4.398125548863236,Epsilon Greedy
1,4.613608094241482,Epsilon Greedy
2,4.667535018064939,Epsilon Greedy
3,4.000330787661821,Epsilon Greedy
0,4.01857764756627,Epsilon Greedy
1,4.026836429117866,Epsilon Greedy
2,4.952519969820075,Epsilon Greedy
3,4.029954196237638,Epsilon Greedy
0,4.78289490530805,Epsilon Greedy
1,4.050102236126014,Epsilon Greedy
2,4.437401543446747,Epsilon Greedy
3,4.204220744108531,Epsilon Greedy
0,4.392234087234878,Epsilon Greedy
1,4.104563431498033,Epsilon Greedy
2,4.09664438918704,Epsilon Greedy
3,4.889931301683868,Epsilon Greedy
0,4.525860177897753,Epsilon Greedy
1,4.786031606826951,Epsilon Greedy
2,4.25078906558358,Epsilon Greedy
3,4.395044318675597,Epsilon Greedy
0,4.893165990617469,Epsilon Greedy
1,4.644178505913667,Epsilon Greedy
2,4.766084464935813,Epsilon Greedy
3,4.1239123011325995,Epsilon Greedy
0,4.796163798359457,Epsilon Greedy
1,4.591986763940312,Epsilon Greedy
2,4.598018860850502,Epsilon Greedy
3,4.295922572996712,Epsilon Greedy
0,4.630866855433799,Epsilon Greedy
1,4.345501470623825,Epsilon Greedy
2,4.842086225703146,Epsilon Greedy
3,4.245074880986015,Epsilon Greedy
0,4.983037489622953,Epsilon Greedy
1,4.74229671376167,Epsilon Greedy
2,4.596600449592086,Epsilon Greedy
3,4.171251548263136,Epsilon Greedy
0,4.401718352956449,Epsilon Greedy
1,4.401589716503334,Epsilon Greedy
2,4.161758733637563,Epsilon Greedy
3,4.409719665835516,Epsilon Greedy
0,4.98266752641269,Epsilon Greedy
1,4.891566323066854,Epsilon Greedy
2,4.995474179104754,Epsilon Greedy
3,4.357829518016475,Epsilon Greedy
0,4.259744068885083,Epsilon Greedy
1,4.2282156003327005,Epsilon Greedy
2,4.809826089064115,Epsilon Greedy
3,4.656381072399942,Epsilon Greedy
0,4.801617185511513,Epsilon Greedy
1,4.333688310277047,Epsilon Greedy
2,4.673095840354016,Epsilon Greedy
3,4.399246323794851,Epsilon Greedy
0,4.746241286543242,Epsilon Greedy
1,4.317307244383106,Epsilon Greedy
2,4.390305030134161,Epsilon Greedy
3,4.4778808122164415,Epsilon Greedy
0,4.535687374526865,Epsilon Greedy
1,4.153759491269536,Epsilon Greedy
2,4.971184089648724,Epsilon Greedy
3,4.824109507191458,Epsilon Greedy
0,4.529527083182835,Epsilon Greedy
1,4.215310765518459,Epsilon Greedy
2,4.286064412994895,Epsilon Greedy
3,4.7014892281537115,Epsilon Greedy
0,4.175772939636215,Epsilon Greedy
1,4.635225530464963,Epsilon Greedy
2,4.8813825867196,Epsilon Greedy
3,4.241394655620376,Epsilon Greedy
0,4.53947315379201,Epsilon Greedy
1,4.807648730110108,Epsilon Greedy
2,4.943080108794195,Epsilon Greedy
3,4.169659973156704,Epsilon Greedy
0,4.7127844340854645,Epsilon Greedy
1,4.127746778530598,Epsilon Greedy
2,4.141426254801724,Epsilon Greedy
3,4.832107335540469,Epsilon Greedy
0,4.263005349053073,Epsilon Greedy
1,4.063418273354682,Epsilon Greedy
2,4.499996769602667,Epsilon Greedy
3,4.179806806128126,Epsilon Greedy
0,4.498647411513774,Epsilon Greedy
1,4.276550240611409,Epsilon Greedy
2,4.015934044993698,Epsilon Greedy
3,4.298977906960499,Epsilon Greedy
0,4.023756083191648,Epsilon Greedy
1,4.849292968784419,Epsilon Greedy
2,4.5611248863860965,Epsilon Greedy
3,4.681652878461543,Epsilon Greedy
0,4.0886893232967605,Epsilon Greedy
1,4.47875161143021,Epsilon Greedy
2,4.620398719234569,Epsilon Greedy
3,4.355801150488056,Epsilon Greedy
0,4.36947473084055,Epsilon Greedy
1,4.8444278869645085,Epsilon Greedy
2,4.750680678169918,Epsilon Greedy
3,4.258100041673541,Epsilon Greedy
0,4.691312923045288,Epsilon Greedy
1,4.226462830972022,Epsilon Greedy
2,4.356542242970345,Epsilon Greedy
3,4.24935545916602,Epsilon Greedy
0,4.168089522915305,Epsilon Greedy
1,4.466024012773984,Epsilon Greedy
2,4.82129198084244,Epsilon Greedy
3,4.071995895590261,Epsilon Greedy
0,4.884823761101739,Epsilon Greedy
1,4.243221247076158,Epsilon Greedy
2,4.255450407148006,Epsilon Greedy
3,4.594768824703094,Epsilon Greedy
0,4.0463886621866685,Epsilon Greedy
1,4.237150880510045,Epsilon Greedy
2,4.894197622260451,Epsilon Greedy
3,4.965889482488657,Epsilon Greedy
0,4.3977392642892195,Epsilon Greedy
1,4.716397688111923,Epsilon Greedy
2,4.7514602497182015,Epsilon Greedy
3,4.248681821171498,Epsilon Greedy
0,4.617345946695725,Epsilon Greedy
1,4.029993879173508,Epsilon Greedy
2,4.54231018649491,Epsilon Greedy
3,4.037729668649307,Epsilon Greedy
0,4.129797759507807,Epsilon Greedy
1,4.7856564771217585,Epsilon Greedy
2,4.923148920719168,Epsilon Greedy
3,4.989176941717948,Epsilon Greedy
0,4.544552315243032,Epsilon Greedy
1,4.4602438679761764,Epsilon Greedy
2,4.980327526395168,Epsilon Greedy
3,4.814744483889182,Epsilon Greedy
0,4.451300798587581,Epsilon Greedy
1,4.379173475179101,Epsilon Greedy
2,4.72484150577441,Epsilon Greedy
3,4.038455093795977,Epsilon Greedy
0,4.925309920483919,Epsilon Greedy
1,4.505443837937399,Epsilon Greedy
2,4.349415944380155,Epsilon Greedy
3,4.281993101113068,Epsilon Greedy
0,4.45976933948414,Epsilon Greedy
1,4.34301215853929,Epsilon Greedy
2,4.80676119816199,Epsilon Greedy
3,4.64119404627885,Epsilon Greedy
0,4.734872781423142,Epsilon Greedy
1,4.712827224048258,Epsilon Greedy
2,4.477849039509416,Epsilon Greedy
3,4.890491066717832,Epsilon Greedy
0,4.538998108749413,Epsilon Greedy
1,4.394240877098615,Epsilon Greedy
2,4.172742883300632,Epsilon Greedy
3,4.5662482872019785,Epsilon Greedy
0,4.933428475674992,Epsilon Greedy
1,4.428776327988474,Epsilon Greedy
2,4.151122975642973,Epsilon Greedy
3,4.602575608380947,Epsilon Greedy
0,4.826880660687741,Epsilon Greedy
1,4.951181326797125,Epsilon Greedy
2,4.999508498143924,Epsilon Greedy
3,4.432673691520554,Epsilon Greedy
0,4.948734910576152,Epsilon Greedy
1,4.51715200985042,Epsilon Greedy
2,4.739633362115527,Epsilon Greedy
3,4.130147948691278,Epsilon Greedy
0,4.577314619527053,Epsilon Greedy
1,4.266194897153462,Epsilon Greedy
2,4.873431861254302,Epsilon Greedy
3,4.066117452189738,Epsilon Greedy
0,4.566296710602274,Epsilon Greedy
1,4.897495102168802,Epsilon Greedy
2,4.837417761459355,Epsilon Greedy
3,4.06671331852421,Epsilon Greedy
0,4.133798721585419,Epsilon Greedy
1,4.394162484982889,Epsilon Greedy
2,4.041390160593935,Epsilon Greedy
3,4.94314295556207,Epsilon Greedy
0,4.248184834448038,Epsilon Greedy
1,4.946221526806299,Epsilon Greedy
2,4.036185433330716,Epsilon Greedy
3,4.658763159497469,Epsilon Greedy
0,4.988722609324564,Epsilon Greedy
1,4.924878985102609,Epsilon Greedy
2,4.270678961435939,Epsilon Greedy
3,4.2431043308979035,Epsilon Greedy
0,4.730589936817808,Epsilon Greedy
1,4.7909211735279795,Epsilon Greedy
2,4.522695839574243,Epsilon Greedy
3,4.413434455125189,Epsilon Greedy
0,4.201465083091964,Epsilon Greedy
1,4.319581429531107,Epsilon Greedy
2,4.387259870743778,Epsilon Greedy
3,4.381279546075075,Epsilon Greedy
0,4.384239946305443,Epsilon Greedy
1,4.421711181475601,Epsilon Greedy
2,4.02336084624652,Epsilon Greedy
3,4.847969741611444,Epsilon Greedy
0,4.636909645193523,Epsilon Greedy
1,4.917144237507915,Epsilon Greedy
2,4.290650806121562,Epsilon Greedy
3,4.449166981581839,Epsilon Greedy
0,4.552297162082871,Epsilon Greedy
1,4.03214496513863,Epsilon Greedy
2,4.373976474462021,Epsilon Greedy
3,4.165475882340701,Epsilon Greedy
0,4.058002580046384,Epsilon Greedy
1,4.479814791126341,Epsilon Greedy
2,4.993428455958004,Epsilon Greedy
3,4.320809498718252,Epsilon Greedy
0,4.856975231028791,Epsilon Greedy
1,4.8780249479173055,Epsilon Greedy
2,4.002823047974661,Epsilon Greedy
3,4.834562721255355,Epsilon Greedy
0,4.6613293420783215,Epsilon Greedy
1,4.950920681514933,Epsilon Greedy
2,4.25573980820768,Epsilon Greedy
3,4.209169371159559,Epsilon Greedy
0,4.480898297763987,Epsilon Greedy
1,4.628555402894315,Epsilon Greedy
2,4.273059579310901,Epsilon Greedy
3,4.428522579821565,Epsilon Greedy
0,4.061112668565641,Epsilon Greedy
1,4.111836342378146,Epsilon Greedy
2,4.640497596603305,Epsilon Greedy
3,4.437960212878008,Epsilon Greedy
0,4.9378026948413645,Epsilon Greedy
1,4.563390697577063,Epsilon Greedy
2,4.346771033382762,Epsilon Greedy
3,4.6084951772168035,Epsilon Greedy
0,4.176296455806436,Epsilon Greedy
1,4.096900679371809,Epsilon Greedy
2,4.302820677628596,Epsilon Greedy
3,4.377278007030851,Epsilon Greedy
0,4.289534982384955,Epsilon Greedy
1,4.001702602213854,Epsilon Greedy
2,4.322652887063036,Epsilon Greedy
3,4.30154270470978,Epsilon Greedy
0,4.39496313948791,Epsilon Greedy
1,4.710471851818832,Epsilon Greedy
2,4.180248044562752,Epsilon Greedy
3,4.0540495094215965,Epsilon Greedy
0,4.349249472063912,Epsilon Greedy
1,4.805503109732515,Epsilon Greedy
2,4.380061566671306,Epsilon Greedy
3,4.875783187190338,Epsilon Greedy
0,4.557980255769573,Epsilon Greedy
1,4.925311096932439,Epsilon Greedy
2,4.272582594640324,Epsilon Greedy
3,4.072367430910452,Epsilon Greedy
0,4.041228899440586,Epsilon Greedy
1,4.429734130800095,Epsilon Greedy
2,4.165440486578853,Epsilon Greedy
3,4.100318622970417,Epsilon Greedy
0,4.090036258572384,Epsilon Greedy
1,4.460541939214397,Epsilon Greedy
2,4.805119824894709,Epsilon Greedy
3,4.039923561840983,Epsilon Greedy
0,4.44228938574005,Epsilon Greedy
1,4.394479880149345,Epsilon Greedy
2,4.826071772618832,Epsilon Greedy
3,4.666260433160801,Epsilon Greedy
0,4.577367027725643,Epsilon Greedy
1,4.953441388435069,Epsilon Greedy
2,4.288325166230988,Epsilon Greedy
3,4.70253750279479,Epsilon Greedy
0,4.583361915422493,Epsilon Greedy
1,4.115906949340571,Epsilon Greedy
2,4.565692389364286,Epsilon Greedy
3,4.479182358334657,Epsilon Greedy
0,4.786728251904707,Epsilon Greedy
1,4.233076774460345,Epsilon Greedy
2,4.147245479380993,Epsilon Greedy
3,4.778654132929138,Epsilon Greedy
0,4.928158257853877,Epsilon Greedy
1,4.26855192054173,Epsilon Greedy
2,4.081577442491469,Epsilon Greedy
3,4.371802961015082,Epsilon Greedy
0,4.270783446454929,Epsilon Greedy
1,4.5658151874194965,Epsilon Greedy
2,4.811847096258308,Epsilon Greedy
3,4.5897042292866645,Epsilon Greedy
0,4.888280708603056,Epsilon Greedy
1,4.002123380028927,Epsilon Greedy
2,4.321209049364466,Epsilon Greedy
3,4.405559719542198,Epsilon Greedy
0,4.011902600252223,Epsilon Greedy
1,4.154248161309275,Epsilon Greedy
2,4.546656232348492,Epsilon Greedy
3,4.8932647132387785,Epsilon Greedy
0,4.968574183019321,Epsilon Greedy
1,4.133047068327173,Epsilon Greedy
2,4.854175100781399,Epsilon Greedy
3,4.517874145695285,Epsilon Greedy
0,4.437733983442665,Epsilon Greedy
1,4.121942263548902,Epsilon Greedy
2,4.935637099589962,Epsilon Greedy
3,4.41274372752754,Epsilon Greedy
0,4.79857395364195,Epsilon Greedy
1,4.492168722275026,Epsilon Greedy
2,4.8493412594741185,Epsilon Greedy
3,4.783505490218171,Epsilon Greedy
0,4.846759901054328,Epsilon Greedy
1,4.863697687985244,Epsilon Greedy
2,4.445914244441177,Epsilon Greedy
3,4.838973816333979,Epsilon Greedy
0,4.45680272130776,Epsilon Greedy
1,4.724042368395409,Epsilon Greedy
2,4.8284080315098965,Epsilon Greedy
3,4.684611003081367,Epsilon Greedy
0,4.433204018291107,Epsilon Greedy
1,4.644840006549338,Epsilon Greedy
2,4.843289418926117,Epsilon Greedy
3,4.7294786475113835,Epsilon Greedy
0,4.548220798407198,Epsilon Greedy
1,4.653616729622969,Epsilon Greedy
2,4.689315607738792,Epsilon Greedy
3,4.053315762651084,Epsilon Greedy
0,4.266196645554402,Epsilon Greedy
1,4.260008964761778,Epsilon Greedy
2,4.691118657680267,Epsilon Greedy
3,4.80831856702825,Epsilon Greedy
0,4.494055762431019,Epsilon Greedy
1,4.363529393588832,Epsilon Greedy
2,4.702307045391571,Epsilon Greedy
3,4.306710516242232,Epsilon Greedy
0,4.9373770772717505,Epsilon Greedy
1,4.800425253860746,Epsilon Greedy
2,4.113860541994995,Epsilon Greedy
3,4.620865105211196,Epsilon Greedy
0,4.183863052383482,Epsilon Greedy
1,4.6902142780187335,Epsilon Greedy
2,4.348405332162478,Epsilon Greedy
3,4.978849752487934,Epsilon Greedy
0,4.665377027278429,Epsilon Greedy
1,4.417777145301889,Epsilon Greedy
2,4.3826927945831855,Epsilon Greedy
3,4.955658178646801,Epsilon Greedy
0,4.054488589382477,Epsilon Greedy
1,4.201817369274499,Epsilon Greedy
2,4.361840788671837,Epsilon Greedy
3,4.1561460908345165,Epsilon Greedy
0,4.60625773866769,Epsilon Greedy
1,4.444660586282468,Epsilon Greedy
2,4.298436947363769,Epsilon Greedy
3,4.161481771716257,Epsilon Greedy
0,4.405814560435935,Epsilon Greedy
1,4.558835493916404,Epsilon Greedy
2,4.108187747974253,Epsilon Greedy
3,4.388517282650507,Epsilon Greedy
0,4.691321797349879,Epsilon Greedy
1,4.6754331822580335,Epsilon Greedy
